,imdb_ids,plot_outline_PC0,plot_outline_PC1,plot_outline_PC2,plot_outline_PC3,plot_outline_PC4,plot_outline_PC5,plot_outline_PC6,plot_outline_PC7,plot_outline_PC8,plot_outline_PC9
0,113101,-1.31567913151,-0.934887695209,0.347585743588,0.37365254554,0.315814381809,-0.221986686353,-0.553449227774,0.0638645409915,-0.543138155918,-0.415480045372
1,425473,-1.43398865531,-0.00370346968569,-0.181678355556,0.771971267082,-0.805442010944,-0.0604738466582,0.382521644165,-0.603813738782,0.145042041797,-0.0581001437371
2,76759,1.6624078049,1.68884111895,0.339101925221,0.00972664185814,-1.80468088781,-0.56720791467,-1.59723790512,-1.21430593535,1.0358482579,-0.0692146981462
3,266543,-0.489222599242,1.60060440443,0.524655943484,0.294342565789,0.025438693919,-0.434347389329,0.237392003372,0.412804460953,-0.307850348201,-0.274182761102
4,411267,-0.0734526687457,-0.0431613055443,0.734877172939,-0.353447584873,-0.696221061593,1.35700414446,0.443975047368,1.99398971954,0.919077381875,0.473163399695
5,17136,4.49814217311,0.402758647698,0.10008153323,0.638116886622,0.873775346861,1.78621553773,-1.22815805848,0.486340073967,1.30946287533,2.37249067076
6,314412,-0.195320877325,-0.375187263521,-1.21467055822,0.408935886636,-0.540362759372,-0.760594832289,-0.591626009735,1.61867502357,0.0475209058956,-0.252934137522
7,325980,-0.618935244324,0.506544986152,-0.476232364452,0.0186757544566,-0.20298143867,-0.794602363539,-0.923412589906,-0.93807834481,1.36019402714,1.22569028535
8,266697,2.27575838222,-0.896601672994,-1.16235080845,1.9183967546,0.0392020044305,-1.70193133421,0.774761898,3.14551278361,-0.127775433303,0.867785399928
9,105695,-0.112023393663,-0.582691927156,0.15103117413,-1.09373720861,0.196555538522,-0.342299020869,0.832822749443,0.0897055197783,0.652189819237,-1.07025828707
10,338013,-0.420739823879,1.02388053793,-1.2893390548,1.3445335646,-1.22074869988,0.913486328178,0.306790500177,-0.956210629783,2.36243624318,-0.538055496628
11,245712,-0.0180264791408,-1.11392010376,0.15901624598,-0.0402279633792,0.138028610385,0.348461346617,-0.503948760945,0.0787254435835,0.844082272242,0.0485414041672
12,298203,-1.05145940536,0.268764730917,-1.48994699402,-1.81261372498,0.857885161994,0.296953030841,0.927392317063,0.438138063295,1.91892813879,-0.676519517294
13,445620,-1.43244661294,-0.987202648858,0.351060145443,-0.0274571956861,0.175065843457,0.199591254459,-0.812797085672,-0.22113890489,-0.348620071237,0.319278927452
14,88846,-0.0457248780518,-0.125468884383,0.0498206454563,0.166751006882,0.0891773756888,1.07630216023,0.227279717056,-0.101230979473,-0.816994679709,-0.414892716593
15,249462,0.0843215952373,-0.530420846223,-0.663049240783,-1.62493150752,0.94400598182,-0.088951924927,0.805593309887,0.232719307705,0.699866625076,0.161289112132
16,407304,-1.44922303071,-0.907810687923,0.144010259001,0.203293504197,-0.310060803257,-0.59898254242,0.309516927611,-0.595279984378,-0.455475175584,0.123852679968
17,116996,-1.04287119273,-1.05268666167,-0.0250261181747,-0.0826204171223,-0.520519250027,-0.0581920479293,0.706749429801,-0.167517850973,0.582027393281,0.144022414258
18,112471,-1.08907354692,-0.570756483941,2.3954933944,0.282708392073,0.561809577336,1.46574150118,-0.285463995656,1.00788815451,0.491108500177,-1.97512394349
19,209144,-1.51185242885,0.0174304824539,0.303949720715,-1.12474511769,0.800385078745,-0.41371741294,0.614683529905,-0.799066714182,-0.150024797213,0.303749883437
20,83658,-1.28351646479,2.05286684464,0.567555240634,0.0547189180787,-1.34267415295,1.56285686492,-0.357097263525,1.15224187167,-0.0175163611061,0.0955827366798
21,381681,-0.163277991771,-1.12616196441,0.141272157195,-0.585865146829,-0.758104306673,-0.0632819129082,0.272301187327,0.151950917785,0.220867773341,-0.430969543966
22,82971,2.61633105205,0.23376417209,-0.0170640622011,-0.0363728477874,-0.781511262358,-0.577085633237,0.290912386053,-0.211073300044,-0.0795731180044,0.275707054337
23,86960,-0.182054005114,-1.17158944179,-0.680254518465,-0.158571729247,-0.232606692937,-0.174915157341,-0.402725089786,-0.602118152207,0.15324580699,-0.172676904617
24,23037,2.4622908494,-0.458750185714,-1.7914001639,-1.08487253606,-0.719723415168,1.12335895022,0.511700944436,0.366185544639,-0.140476351596,0.170150286366
25,52561,1.35688225598,0.40185673905,1.10234267573,-0.195232378035,1.58187082376,-1.34986483315,0.575003991968,-0.856031114884,0.0159169370424,0.439558509282
26,436488,-1.38750408634,-0.975469189816,-0.0935344759402,-0.190936945133,-0.367275972919,-0.371930993591,-0.495758189929,-0.374124306237,-0.330809835981,0.0327946645909
27,185125,-0.430997512241,1.41319564081,-0.816128924409,-1.41020976372,0.302497406077,-0.114797856941,0.283474444294,0.423900236712,0.635854291569,-0.32413555555
28,110413,-0.23389504072,-0.108722086886,1.97415631054,0.670460448925,0.604552681457,-1.76089141106,2.94878365053,1.82552246809,-0.212344536807,-0.529255815603
29,315543,3.98935698014,-0.428743392838,1.13678185941,2.3301615334,1.51437138159,0.126063955433,0.961571063012,-0.523894395076,0.259658810234,0.467175117322
30,75314,0.628303258844,1.09571880847,1.28497533472,-0.118990213766,1.60039278212,0.538261903707,-1.38084918698,-0.0694640051853,-0.83518751078,0.678261604435
31,88763,0.399895682459,-0.408263607859,0.490430481144,0.216216110447,1.01516278748,-1.70077301108,-0.18005790131,-0.398080575402,0.226261775918,0.0857597637472
32,108394,-0.147859323334,0.613158337284,-0.778942465583,0.130275196545,-1.05714167087,-0.359610256685,-0.366679855637,1.80400481172,-0.678602194476,-0.0137530770513
33,100405,-1.31350948685,0.181680715667,1.07366316125,0.794155212127,0.990738057381,1.50303143097,-0.298943518484,-0.126958260585,-0.531966124167,0.0770406122727
34,118715,-0.769916053598,1.13266684268,0.128970333937,-1.70646921965,0.741644003758,-0.422865465703,0.248924558148,-0.494999439969,-0.435432513547,0.720934535263
35,120737,1.80078415129,0.841756732042,1.39068083926,-0.572205279693,-1.83607755581,-0.544760815532,-0.090236977196,-0.61612935236,-0.208634130324,-0.803716545702
36,77869,1.88740090292,0.217095413699,0.276116870644,-0.696711438931,-1.16201581028,-0.16077082122,0.0554050296135,-0.131619091147,-0.629771926418,-0.929650104396
37,86961,-1.27418475906,-0.629968049625,0.786520835652,0.468614466547,-0.475222302632,-0.707065621123,1.12522328998,-0.415217235978,0.0826377043495,0.115663454042
38,80668,6.18256579296,-0.043979070393,1.58879393662,-0.911624568343,-0.215181520889,-0.551501695739,-1.09159957993,-0.244030971555,0.0471707005822,0.437224626403
39,82631,-1.38750408634,-0.975469189816,-0.0935344759402,-0.190936945133,-0.367275972919,-0.371930993591,-0.495758189929,-0.374124306237,-0.330809835981,0.0327946645909
40,84549,-0.212813883282,-1.27917516297,-0.653925192431,-0.218978126804,-0.401890555075,-0.487469126876,-0.215284355233,0.121343308057,-0.531653534399,-0.506686036141
41,119698,3.05453795241,0.557000726483,0.970549883838,0.364566674222,0.622529818777,0.838771826113,-0.737612091985,0.0949362860444,-1.2052551003,-0.802623397232
42,54205,-0.414522787355,-0.8032674831,0.638515837743,-0.449996722468,-0.589907461152,-0.329354836453,-0.410526074029,-0.311186345944,-0.2848563445,-0.000326405557292
43,61589,-1.07704131491,-1.18875777213,-0.0817340063215,-0.66715933904,-0.559269069034,0.227474739024,0.295021559668,0.106000857776,0.052089301987,0.00506492325215
44,22913,-0.558236515664,0.797643300966,-1.1240479069,-0.521313259827,0.945404011046,-0.812289073523,0.84751803155,-0.20283608053,0.286225700966,0.555701532687
45,107048,-0.368008509625,-0.810971287342,0.654319503299,-0.549528879293,-0.682714630922,-0.202401650494,-0.297567821436,-0.270393164445,-0.373383275817,-0.117836906388
46,246578,-0.884281173394,-0.544448605343,-1.17509575055,1.34164549091,0.438258285915,0.94814339792,0.922224473402,0.271379054326,0.258218661241,0.00152566293434
47,190332,1.24424156532,-1.00889973651,-0.206108204002,-0.139865471093,0.177793253676,0.730176139701,0.0203091751497,0.109009912658,1.15103255301,-0.464262067228
48,83511,-1.52696645734,0.752583077056,-0.471605027129,0.579479059816,-0.249410842512,0.296683971372,-1.37438476318,0.0908289988806,0.122467466475,-0.414818086153
